Time,Route,Location,Person,Hour,Day,Month,Year,Gender,Situation
18/01/18 19:53,東武伊勢崎線,武里駅〜一ノ割駅,女性 / 死亡,19,18,1,2018,0, 死亡
18/01/18 14:30,身延線,入山瀬駅〜富士根駅,男性 / 10代 / 死亡,14,18,1,2018,1, 死亡
18/01/17 23:37,高崎線,岡部駅,男性 / 10代 / 死亡,23,17,1,2018,1, 死亡
18/01/17 05:52,和歌山線,五条駅〜北宇智駅,,5,17,1,2018,,
18/01/17 05:15,東武野田線,梅郷駅〜運河駅,死亡,5,17,1,2018,死亡,死亡
18/01/16 23:54,関西本線,富田浜駅〜四日市駅,男性 / 70代 / 死亡,23,16,1,2018,1, 死亡
18/01/16 14:07,豊肥本線,原水駅〜三里木駅,女性 / 80代 / 無傷,14,16,1,2018,0, 無傷
18/01/16 13:35,宇都宮線,白岡駅,男性,13,16,1,2018,1,男性
18/01/16 09:40,神戸電鉄粟生線,恵比須駅〜三木上の丸駅,女性 / 40代 / 重傷,9,16,1,2018,0, 重傷
18/01/16 06:54,関西本線,井田川駅〜加佐登駅,男性 / 50代 / 死亡,6,16,1,2018,1, 死亡
18/01/16 00:07,京浜東北線,鶴見駅〜新子安駅,女性 / 死亡,0,16,1,2018,0, 死亡
18/01/15 13:59,近鉄南大阪線,布忍駅〜高見の里駅,女性 / 60代 / 死亡,13,15,1,2018,0, 死亡
18/01/14 22:00,南海高野線,大阪狭山市駅〜金剛駅,男性 / 60代 / 死亡,22,14,1,2018,1, 死亡
18/01/14 20:02,鹿児島本線,箱崎駅,女性,20,14,1,2018,0,女性
18/01/14 19:07,仙山線,北山駅,男性 / 20代 / 死亡,19,14,1,2018,1, 死亡
18/01/14 19:02,近鉄名古屋線,千代崎駅〜白子駅,女性 / 死亡,19,14,1,2018,0, 死亡
18/01/14 15:35,松浦鉄道西九州線,泉福寺駅〜山の田駅,男性 / 50代 / 無傷,15,14,1,2018,1, 無傷
18/01/13 11:16,宇都宮線,矢板駅,男性 / 10代 / 死亡,11,13,1,2018,1, 死亡
18/01/13 09:14,相鉄本線,星川駅,男性 / 死亡,9,13,1,2018,1, 死亡
18/01/13 08:00,室蘭本線,虎杖浜駅〜竹浦駅,男性 / 50代 / 無傷,8,13,1,2018,1, 無傷
18/01/13 00:18,京急久里浜線,堀ノ内駅〜新大津駅,男性 / 20代 / 重傷,0,13,1,2018,1, 重傷
18/01/12 22:10,山陽本線,八本松駅〜寺家駅,男性 / 死亡,22,12,1,2018,1, 死亡
18/01/12 16:02,日豊本線,亀川駅〜別府大学駅,男性 / 死亡,16,12,1,2018,1, 死亡
18/01/12 15:30,JR神戸線,曽根駅〜宝殿駅,女性 / 死亡,15,12,1,2018,0, 死亡
18/01/12 09:30,高崎線,神保原駅,,9,12,1,2018,,
18/01/12 06:47,都電荒川線,庚申塚停留場,,6,12,1,2018,,
18/01/12 01:15,越後線,内野駅〜内野西が丘駅,無傷,1,12,1,2018,無傷,無傷
18/01/11 22:19,東北本線,石鳥谷駅〜日詰駅,男性 / 死亡,22,11,1,2018,1, 死亡
18/01/11 21:33,予讃線,八幡浜駅,,21,11,1,2018,,
18/01/11 20:25,関西本線,柏原駅,死亡,20,11,1,2018,死亡,死亡
18/01/11 20:19,函館本線,七飯駅,男性 / 死亡,20,11,1,2018,1, 死亡
18/01/11 17:55,呉線,矢野駅,女性 / 60代 / 死亡,17,11,1,2018,0, 死亡
18/01/11 10:39,近鉄大阪線,桜井駅〜大和朝倉駅,女性 / 20代 / 死亡,10,11,1,2018,0, 死亡
18/01/10 17:37,東武伊勢崎線,館林駅〜多々良駅,,17,10,1,2018,,
18/01/10 14:30,山陽電気鉄道本線,西舞子駅〜大蔵谷駅,,14,10,1,2018,,
18/01/10 09:51,京阪本線,深草駅,男性 / 10代 / 死亡,9,10,1,2018,1, 死亡
18/01/09 21:35,京浜東北線,浜松町駅,男性 / 死亡,21,9,1,2018,1, 死亡
18/01/09 13:20,札幌市営地下鉄南北線,大通駅,女性 / 50代 / 軽傷,13,9,1,2018,0, 軽傷
18/01/09 11:38,名鉄河和線,上ゲ駅,女性 / 10代 / 重傷,11,9,1,2018,0, 重傷
18/01/08 15:59,中央快速線,西国分寺駅,男性 / 死亡,15,8,1,2018,1, 死亡
18/01/08 12:20,千歳線,恵み野駅,男性 / 死亡,12,8,1,2018,1, 死亡
18/01/08 10:50,小田急小田原線,開成駅〜栢山駅,男性 / 死亡,10,8,1,2018,1, 死亡
18/01/07 22:13,神戸電鉄粟生線,志染駅,男性 / 70代 / 軽傷,22,7,1,2018,1, 軽傷
18/01/07 17:49,高崎線,上尾駅〜宮原駅,男性 / 80代 / 死亡,17,7,1,2018,1, 死亡
18/01/07 06:34,東海道線,千里丘駅,男性 / 40代 / 死亡,6,7,1,2018,1, 死亡
18/01/06 16:22,筑豊本線,桂川駅〜上穂波駅,,16,6,1,2018,,
18/01/06 11:00,奥羽本線,米沢駅〜関根駅,不明,11,6,1,2018,不明,不明
18/01/05 18:46,阪和線,和泉府中駅〜久米田駅,,18,5,1,2018,,
18/01/05 08:01,東海道線,清水駅〜草薙駅,男性 / 60代 / 死亡,8,5,1,2018,1, 死亡
18/01/05 07:54,東海道線,長岡京駅,女性 / 40代 / 軽傷,7,5,1,2018,0, 軽傷
18/01/04 14:18,予讃線,伊予石城駅〜双岩駅,男性 / 死亡,14,4,1,2018,1, 死亡
18/01/04 11:11,都営地下鉄新宿線,一之江駅,男性 / 50代 / 死亡,11,4,1,2018,1, 死亡
18/01/03 17:30,会津鉄道会津線,会津田島駅,男性 / 30代 / 無傷,17,3,1,2018,1, 無傷
18/01/03 07:05,東武東上線,ふじみ野駅〜鶴瀬駅,女性 / 40代 / 死亡,7,3,1,2018,0, 死亡
18/01/02 17:50,東武東上線,朝霞台駅,女性 / 死亡,17,2,1,2018,0, 死亡
18/01/02 05:58,東武東上線,坂戸駅〜若葉駅,女性 / 死亡,5,2,1,2018,0, 死亡
